File,Extracted Text,Actual Text,Evaluation
Passport_Application.pdf,,
dot_input\th\rmutr_form.pdf,"                  มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ 
                  96 หมู่ 3 ถนนพุทธมณฑลสาย 5 ต าบลศาลายา อ าเภอพุทธมณฑล จังหวัดนครปฐม 73170 
                  Tel. 02-441-6000 Fax. 02-441-6059 
ข้าพเจ้า (นาย/นาง/นางสาว).............................................................................................................................................................. 
ต าแหน่ง (ระดับผู้บริหารขององค์กร/หน่วยงาน)............................................................................................................................ 
ชื่อหน่วยงาน....คณะวิทยาศาสตร์และเทคโนโลยี....................................................................................................................... 
สถานที่ตั้ง.........มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์................................................................................................ 
เบอร์ติดต่อ............................................................................................................................................................................... 
ขอรับรองว่าได้น าผลงานวิจัย/งานสร้างสรรค์ เรื่อง
............................................................................................................................. 
............................................................................................................................................................................................................. 
ซึ่งเป็นผลงานของ............................................................................................................................................................................... 
สังกัด คณะวิทยาศาสตร์และเทคโนโลยี..... มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ 
ประเภทของการใช้ประโยชน์จากงานวิจัย/งานสร้างสรรค์ (กรุณาท าเครื่องหมาย ในช่อง  และระบุรายละเอียดการน าไปใช้
ประโยชน์ขององค์กร/หน่วยงานของท่าน) 
 การน าไปใช้ประโยชน์ในเชิงสาธารณะ  
 การน าไปใช้ประโยชน์ในเชิงนโยบาย 
 การน าไปใช้ประโยชน์ในเชิงพาณิชย์  
 การน าไปใช้ประโยชน์ทางอ้อมของงานสร้างสรรค์ 
องค์กร/หน่วยงานของท่านน างานวิจัย/งานสร้างสรรค์ไปใช้ให้เกิดประโยชน์อย่างไร (ระบุ) 
............................................................................................................................................................................................................. 
............................................................................................................................................................................................................. 
ช่วงเวลาในการใช้ประโยชน์ 
 ตั้งแต่..........................................................................จนถึง ปัจจุบัน 
 ตั้งแต่..........................................................................จนถึง.............................................................................................. 
หนังสือรับรองการใช้ประโยชน์ผลงานวิจัย/งานสร้างสรรค์ของคณาจารย์ มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์            
จากหน่วยงานภายนอก ",
dot_input\th\rmutt-1.pdf,"1 
ข้อมูลส่วนบุคคล 
1. คํานําหน้าชื่อ............ ชื่อ.................................................. สกุล........................................... 
เลขที่บัตรประชาชน...................คุณวุฒิ........................... 
2. ตําแหน่งปัจจุบัน..........................................วิทยฐานะ.................................................. 
เลขที่ตําแหน่ง............................................................เงินเดือน.....................................................บาท 
แต่งตั้งวันที่....................................................................... 
3. ชื่อสถานศึกษา.................................................................................................................. 
ตําบล/แขวง..... .................................................... อําเภอ/เขต........................................................... 
จังหวัด....... .....................................................รหัสไปรษณีย์................................................................. 
4. สังกัด..................หน่วยงาน................................................................. 
5. มีความประสงค์จะยื่นขอรับการประเมินเพื่อขอมีหรือเลื่อนวิทยฐานะใด 
............................................................................................................................................................... 
ลงชื่อ............................... 
       (นางขยัน ทํางานดี)  
       ตําแหน่ง ครู คศ.3 
      วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของรองผู้อํานวยการกลุ่มบริหารงานบุคคล 
................................................................................................................................................................  
ลงชื่อ .........................................                    
          (นายประเสริฐ รักแก้ว)              
รองผู้อํานวยการกลุ่มบริหารงานบุคคล 
          วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของผู้อํานวยการ
................................................................................................................................................................  
ลงชื่อ ............................................. 
            (นายยงยุทธ ปูขาว) 
    ผู้อํานวยการโรงเรียนสภาราชินี 2 
  วัน.......เดือน.....................พ.ศ. .......... 
สภ.2-1 ",
dot_input\th\rmutt-10.pdf,"12 
      บันทึกข้อความ 
ส่วนราชการ   โรงเรียนสภาราชินี 2 
ที่ ............./....  วันที่ ....................................... 
เรื่อง ขอความอนุเคราะห์แต่งตั้งผู้มีส่วนเกี่ยวข้องในโครงการพัฒนาวิชาชีพ ด้วยการจัดกิจกรรม  
           ชุมชนแห่งการเรียนรู้ทางวิชาชีพ (PLC) เรื่อง........................................... 
เรียน ผู้อ านวยการโรงเรียนสภาราชินี 2 
ด้วย สํานักงาน ก.ค.ศ. ได้กําหนดหลักเกณฑ์ ว21/2560 เรื่อง หลักเกนและวิธีการใช้งาน 
และบุคลากรทางการศึกษา สายงานการสอนวิทยฐานะและเลื่อนวิทยฐานะนั้น 
บัดนี้ ข้าพเจ้า...............อันดับ........วิทยฐานะ...........  
และนางหมั่นเพียร  เรียนรู้ ครูอันดับ........วิทยฐานะ................ ได้เสนอ
โครงการพัฒนาวิชาชีพ ด้วยการจัดกิจกรรม ชุมชนแห่งการเรียนรู้ทางวิชาชีพ (PLC)  
เรื่อง.................................................. 
ในภาคเรียนที่ 1 ปีการศึกษา 2561 ตามหลักเกณฑ์ ว21/2560 
ในการนี้ข้าพเจ้าขอความอนุเคราะห์แต่งตั้งผู้มีส่วนร่วมเกี่ยวข้องในโครงการพัฒนาวิชาชีพ 
ด้วยการจัดกิจกรรมชุมชนแห่งการเรียนรู้ทางวิชาชีพ (PLC) เรื่อง................................................ 
....................................................................ที่จะร่วมสร้างชุมชนการเรียนรู้ทางวิชาชีพเพื่อแก้ปัญหา
และ/หรือพัฒนาผู้เรียน ดังรายชื่อต่อไปนี้ 
1. .............................................. 
2. .............................................. 
ลงชื่อ....................................... 
      (..................) 
          ตําแหน่ง................. 
ลงชื่อ........................................ 
      (..................) 
          ตําแหน่ง.................. ",
dot_input\th\rmutt-11.pdf,"14 
ข้อมูลบันทึกกิจกรรม PLC 
ชุมชนแห่งการเรียนรู้ทางวิชาชีพ 
 (Professional  Learning Community : PLC) 
ครั้งที่  ................. 
ชื่อกิจกรรม ............................................................................................................................................ 
วัน เดือน ปี ที่จัดกิจกรรม ........................................................... 
ภาคเรียนที่ ..................................   ปีการศึกษา .........................   จํานวนชั่วโมง ............ ชั่วโมง 
จํานวนสมาชิก ................. คน ดังนี้ 
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................ 
................................................................................................................................................................ 
ประเด็น 
................................................................................................................................................................
................................................................................................................................................................ 
................................................................................................................................................................ 
................................................................................................................................................................ 
สาเหตุ 
................................................................................................................................................................
................................................................................................................................................................ 
................................................................................................................................................................ 
................................................................................................................................................................ 
................................................................................................................................................................ 
ความรู้หลักการที่น ามาใช้ 
................................................................................................................................................................
................................................................................................................................................................ 
................................................................................................................................................................ 
................................................................................................................................................................ 
................................................................................................................................................................ 
................................................................................................................................................................ 
................................................................................................................................................................ 
................................................................................................................................................................ 
สภ.2 -7 ",
dot_input\th\rmutt-2.pdf,"2 
การมอบหมายงานสอน 
1. ปีการศึกษา....................ภาคเรียนที่..................... 
2. หน่วยงานการศึกษา........................................................................................................................ 
3. ชื่อสถานศึกษา.................................................................................................................................. 
4. ประเภทการสอน............................................................................................................................... 
5. ระดับการศึกษาที่สอน....................................................................................................................... 
5. กลุ่มสาระที่สอน............. ................................................................................................................... 
7. รายวิชาที่สอน.................................................................................................................................... 
 (ตอบได้มากกว่า 1) 
8. สาขากลุ่มวิชาที่สอน (ถ้ามี)................................................................................................................ 
4. จํานวนคาบ/สัปดาห์.......................................................................................................................... 
ลงชื่อ............................... 
       (นางขยัน ทํางานดี)  
       ตําแหน่ง ครู คศ.3 
      วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของรองผู้อํานวยการกลุ่มบริหารงานบุคคล 
................................................................................................................................................................  
ลงชื่อ .........................................                    
          (นายประเสริฐ รักแก้ว)              
รองผู้อํานวยการกลุ่มบริหารงานบุคคล 
          วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของผู้อํานวยการ
................................................................................................................................................................   
ลงชื่อ ............................................. 
            (นายยงยุทธ ปูขาว) 
    ผู้อํานวยการโรงเรียนสภาราชินี 2 
  วัน.......เดือน.....................พ.ศ. .......... 
สภ.2-2 ",
dot_input\th\rmutt-3.pdf,"3 
ชั่วโมงการปฏิบัติงาน 1 (ชั่วโมงสอนตามตารางสอน) 
จํานวนชั่วโมงสอนในวิชา/สาขา/กลุ่มสาระการเรียนรู้ที่กําหนดไว้ตามหลักสูตร การจัด
ประสบการณ์เรียนรู้ กิจกรรมฟื้นฟู สมรรถภาพผู้เรียน 
1. ปีการศึกษา/ปีงบประมาณ ................................. 
2. ภาคเรียนที่ ......................................... 
3. สัปดาห์ที่ .......................................... 
4. วัน/เดือน/ปี ของสัปดาห์ที่สอน................................ 
วันแรกของสัปดาห์.................................. 
วันสุดท้ายของสัปดาห์ ................................ 
5. กลุ่มสาระ ............................................ 
6. วิชาที่สอน................................................ 
7. รหัสวิชา................................................... 
8. จํานวนคาบ................................................. 
9. หน่วยนับเวลาที่ใช้ ........................................... 
10. ลักษณะการสอน.......................................... 
ลงชื่อ............................... 
       (นางขยัน ทํางานดี)  
       ตําแหน่ง ครู คศ.3 
      วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของรองผู้อํานวยการกลุ่มบริหารงานบุคคล 
................................................................................................................................................................  
ลงชื่อ .........................................                    
          (นายประเสริฐ รักแก้ว)              
รองผู้อํานวยการกลุ่มบริหารงานบุคคล 
          วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของผู้อํานวยการ
................................................................................................................................................................  
ลงชื่อ ............................................. 
            (นายยงยุทธ ปูขาว) 
    ผู้อํานวยการโรงเรียนสภาราชินี 2 
  วัน.......เดือน.....................พ.ศ. .......... 
สภ.2-3 ",
dot_input\th\rmutt-4.pdf,"4 
ชั่วโมงการปฏิบัติงาน 2 (ชั่วโมงสนับสนุนการสอน) 
การปฏิบัติงานที่เป็นประโยชน์ต่อการส่งเสริมและพัฒนาการจัดการเรียนรู้ของสถานศึกษา 
รวมทั้งงานสนับสนุนการบริหารสถานศึกษา เช่น งานวิชาการ งานบุคคล งานงบประมาณ และงาน
บริหารทั่วไป เป็นต้น 
1. ปีการศึกษา/ปีงบประมาณ ................................. 
2. ภาคเรียนที่ ......................................... 
3. สัปดาห์ที่ .......................................... 
4. วัน/เดือน/ปี ของสัปดาห์ที่สอน................................ 
วันแรกของสัปดาห์.................................. 
วันสุดท้ายของสัปดาห์ ................................ 
5. รายงานการสนับสนุน................................... 
6. จํานวนชั่วโมง........................................... 
ลงชื่อ............................... 
       (นางขยัน ทํางานดี)  
       ตําแหน่ง ครู คศ.3 
      วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของรองผู้อํานวยการกลุ่มบริหารงานบุคคล 
................................................................................................................................................................  
ลงชื่อ .........................................                    
          (นายประเสริฐ รักแก้ว)              
รองผู้อํานวยการกลุ่มบริหารงานบุคคล 
          วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของผู้อํานวยการ
................................................................................................................................................................  
ลงชื่อ ............................................. 
            (นายยงยุทธ ปูขาว) 
    ผู้อํานวยการโรงเรียนสภาราชินี 2 
  วัน.......เดือน.....................พ.ศ. .......... 
สภ.2-4 ",
dot_input\th\rmutt-5.pdf,"5 
ชั่วโมงการปฏิบัติงาน 3 (งานตอบสนองนโยบายและจุดเน้น) 
การปฏิบัติงานที่ตอบสนองนโยบายและจุดเน้นของรัฐบาล กระทรวงศึกษาธิการ และส่วน
ราชการต้นสังกัด 
1. ปีการศึกษา/ปีงบประมาณ ................................. 
2. ภาคเรียนที่ ......................................... 
3. สัปดาห์ที่ .......................................... 
4. วัน/เดือน/ปี ของสัปดาห์ที่สอน................................ 
วันแรกของสัปดาห์.................................. 
วันสุดท้ายของสัปดาห์ ................................ 
5. รายงานการสนับสนุน................................... 
6. จํานวนชั่วโมง........................................... 
ลงชื่อ............................... 
       (นางขยัน ทํางานดี)  
       ตําแหน่ง ครู คศ.3 
      วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของรองผู้อํานวยการกลุ่มบริหารงานบุคคล 
................................................................................................................................................................  
ลงชื่อ .........................................                    
          (นายประเสริฐ รักแก้ว)              
รองผู้อํานวยการกลุ่มบริหารงานบุคคล 
          วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของผู้อํานวยการ
................................................................................................................................................................   
ลงชื่อ ............................................. 
            (นายยงยุทธ ปูขาว) 
    ผู้อํานวยการโรงเรียนสภาราชินี 2 
  วัน.......เดือน.....................พ.ศ. .......... 
สภ.2-5 ",
dot_input\th\rmutt-6.pdf,"6 
                          บันทึกข้อความ 
ส่วนราชการ       โรงเรียนสภาราชินี 2 
ที่      /.....        วันที่    ................... 
เรื่อง   รายงานการเข้ารับการพัฒนาครูประจําการสังกัด สพฐ. 
เรียน    ผู้อํานวยการโรงเรียนสภาราชินี 2 
ด้วยสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน ได้กําหนดนโยบายให้ครูประจําการสังกัด 
สพฐ. เข้ารับการอบรมตามหลักสูตรฯ นั้น 
บัดนี้ ข้าพเจ้า ................... ครูอันดับ ..................... โรงเรียนสภาราชินี 2 
ได้เข้ารับการพัฒนาอบรมพัฒนาครูประจําการสังกัด สพฐ. ตามหลักสูตร.............................................. 
................................................................................................................................................................ 
........................................... เมื่อวันที่ ........................................... ณ .................................................... 
.............................................................. เป็นที่เรียบร้อยแล้ว ตามเอกสารดังแนบ 
ลงชื่อ............................... 
       (นางขยัน ทํางานดี)  
       ตําแหน่ง ครู คศ.3 
      วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของรองผู้อํานวยการกลุ่มบริหารงานบุคคล 
................................................................................................................................................................ 
ลงชื่อ .........................................                    
          (นายประเสริฐ รักแก้ว)              
รองผู้อํานวยการกลุ่มบริหารงานบุคคล 
          วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของผู้อํานวยการ
................................................................................................................................................................ 
ลงชื่อ ............................................. 
            (นายยงยุทธ ปูขาว) 
    ผู้อํานวยการโรงเรียนสภาราชินี 2 
  วัน.......เดือน.....................พ.ศ. .......... ",
dot_input\th\rmutt-7.pdf,"7 
ข้อมูลบันทึกการพัฒนาตามที่ ก.ค.ศ. ก าหนด 
การพัฒนาตามที่ ก.ค.ศ. ก าหนด 
ครูเป็นผู้บันทึก  
และ/หรือ 
ผอ.บันทึกผลการตรวจสอบ 
รายการพัฒนา 
ล าดับที่ ........................ 
วัน/เดือน/ปี ที่บันทึก ............................... 
หลักสูตรที่สถาบันคุรุพัฒนารับรอง 
ชื่อหลักสูตร............................................................................................................................................ 
................................................................................................................................................................ 
................................................................................................................................................................ 
รหัสหลักสูตร ................................... 
องค์ประกอบการพัฒนา 
1. ความรู้ 
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................ 
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................
2. ทักษะ 
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................ 
3. ความเป็นครู 
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................
................................................................................................................................................................ 
สภ.2-6 ",
dot_input\th\rmutt-8.pdf,"9 
                  บันทึกข้อความ 
ส่วนราชการ โรงเรียนสภาราชินี 2 
ที่ ............./2561 วันที่ ......................................................... 
เรื่อง ขอเสนอโครงการพัฒนาวิชาชีพ  ด้วยการจัดกิจกรรมชุมนุมแห่งการเรียนรู้ทางวิชาชีพ 
........................................................................................................................................................ 
เรียน ผู้อ านวยการโรงเรียนสภาราชินี 2 
ด้วย สํานักงาน ก.ค.ศ. ได้กําหนดหลักเกณฑ์ ว21/2560  เรื่อง หลักเกณฑ์และวิธีการให้
ข้าราชการครู ละบุคลากรทางการศึกษา สายงานการสอน มีวิทยฐานะและเลื่อนวิทยฐานะ นั้น 
บัดนี้ .............................................. 
....................................................... 
....................................................... 
....................................................... 
....................................................... 
           ลงชื่อ............................... 
       (นางขยัน ทํางานดี)  
       ตําแหน่ง ครู คศ.3 
      วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของรองผู้อํานวยการกลุ่มบริหารงานบุคคล 
................................................................................................................................................................ 
ลงชื่อ .........................................                    
          (นายประเสริฐ รักแก้ว)              
รองผู้อํานวยการกลุ่มบริหารงานบุคคล 
          วัน.......เดือน.....................พ.ศ. .......... 
ความคิดเห็นของผู้อํานวยการ
................................................................................................................................................................  
ลงชื่อ ............................................. 
            (นายยงยุทธ ปูขาว) 
    ผู้อํานวยการโรงเรียนสภาราชินี 2 
  วัน.......เดือน.....................พ.ศ. .......... ",
dot_input\th\rmutt-9.pdf,"10 
โครงการพัฒนาวิชาชีพ ด้วยการจัดกิจกรรมชุมชนแห่งการเรียนรู้ทางวิชาชีพ (PLC) 
เรื่อง.......................................... 
1. หลักการและเหตุผล 
.................................................
......................................................
..................................................... 
2. วัตถุประสงค์ 
.................................................
......................................................
..................................................... 
3. วิธีด าเนินการ 
.................................................
......................................................
...................................................... 
4. สถานที่ด าเนินการ 
.................................................
......................................................
...................................................... 
5. ผลที่คาดว่าจะได้รับ 
.................................................
......................................................
...................................................... 
6. สมาชิกที่เข้าร่วมกิจกรรมพัฒนาวิชาชีพ 
1) .........................บทบาทหน้าที่............ 
2) .........................บทบาทหน้าที่............ 
3) .........................บทบาทหน้าที่............ 
4) .........................บทบาทหน้าที่............ 
5) .........................บทบาทหน้าที่............ 
                                                 ลงชื่อ........................ 
(...................) 
                  ผู้รับผิดชอบโครงการ ",
dot_input\th\td21.pdf,"ที่ดิน
ระวาง.................................................................................. ตําบล...................................................................................
เลขที่ดิน...............................หนาสํารวจ.............................. อําเภอ..................................................................................
โฉนดที่ดินเลขที่................................................................... จังหวัด..................................................................................
เรื่อง..................................................................................................................................................................................
(ท.ด. ๒๑)
หนังสือมอบอํานาจ
    เขียนที่.................................................................................
วันที่...............เดือน................................พุทธศักราช.................
โดยหนังสือฉบับนี้ขาพเจา......................................................................................................................
เลขประจําตัวประชาชน                                                                        อายุ...........ป  เชื้อชาติ.................
สัญชาติ......................บิดาชื่อ..............................................................มารดาชื่อ..............................................................
บานเลขที่...........................หมูที่..............ตรอก/ซอย...............................................ถนน.................................................
ตําบล........................................อําเภอ....................................จังหวัด.....................................โทรศัพท............................
ไดมอบให..........................................................................................................................................................................
เลขประจําตัวประชาชน                                                                        อายุ...........ป  เชื้อชาติ.................
สัญชาติ......................บิดาชื่อ..............................................................มารดาชื่อ..............................................................
บานเลขที่...........................หมูที่..............ตรอก/ซอย...............................................ถนน.................................................
ตําบล........................................อําเภอ....................................จังหวัด.....................................โทรศัพท............................
เปนผูมีอํานาจจัดการ.......................................................................................................................................................
..........................................................................................................................................................................................
..........................................................................................................................................................................................
..................................................................................................................................................แทนขาพเจาจนเสร็จการ
เพื่อเปนหลักฐานขาพเจาได  ลงลายมือชื่อ/พิมพลายนิ้วมือ  ไวเปนสําคัญตอหนาพยานแลว
..................................................................... ผูมอบอํานาจ
(                                                  )
ขาพเจาขอรับรองวาเปนลายมือชื่อ / ลายพิมพนิ้วมือ  อันแทจริงของผูมอบอํานาจและผูมอบอํานาจ
ไดลงลายมือชื่อ / พิมพลายนิ้วมือ  ตอหนาขาพเจา
..................................................................... พยาน
(                                                   )
..................................................................... พยาน
(                                                   )
หมายเหตุ  การลงลายมือชื่อหรือพิมพลายนิ้วมือ   ถาใชอยางใด   ใหขีดฆาขอความที่ไมใชออก   ในกรณีพิมพลายนิ้วมือ
ใหใชพิมพลายนิ้วแมมือซาย 
โปรดอานคําเตือนดานหลัง
หมายเหตุ กรณีที่ผูรับมอบอํานาจเปนคูสัญญาหรือ
เปนตัวแทนของคูสัญญาใหระบุขอความดังตอไปนี้ดวย
“และยินยอมใหผูรับมอบอํานาจเขาทําการแทนในนาม
ตนเองและ/หรือเปนตัวแทนของอีกฝายหนึ่งดวย”",
